,Collisions_CONTRIBUTING FACTOR VEHICLE 1,Collisions_VEHICLE TYPE CODE 1,Collisions_VEHICLE TYPE CODE 2,Collisions_VEHICLE TYPE CODE 3,Arrests_PD_DESC,Arrests_AGE_GROUP,Arrests_PERP_SEX,Arrests_PERP_RACE,Complaint_LAW_CAT_CD,Complaint_PD_DESC,Complaint_PREM_TYP_DESC,Complaint_SUSP_AGE_GROUP,Complaint_SUSP_RACE,Complaint_SUSP_SEX,Complaint_VIC_AGE_GROUP,Complaint_VIC_RACE,Complaint_VIC_SEX,Shooting_LOCATION_DESC,Shooting_STATISTICAL_MURDER_FLAG,Shooting_PERP_AGE_GROUP,Shooting_PERP_SEX,Shooting_PERP_RACE,Shooting_VIC_AGE_GROUP,Shooting_VIC_SEX,Shooting_VIC_RACE,sector index
516,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:M,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,Shooting murdered:False,,,,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE,1500< sector_no <=2000
517,Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",PRIVATE/PAROCHIAL SCHOOL,Complaint Suspect's Age:45-64,Complaint Suspect's Race:WHITE,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:D,,,,,,,,,1500< sector_no <=2000
518,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"CRIMINAL MISCHIEF 4TH, GRAFFIT",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:F,Shooting Location:MULTI DWELL - APT BUILD,Shooting murdered:True,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,1500< sector_no <=2000
519,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,UNAUTHORIZED USE VEHICLE 2,arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:65+,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,1500< sector_no <=2000
520,Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:BLACK,MISDEMEANOR,"LARCENY,GRAND OF AUTO",OTHER,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:UNKNOWN,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,1500< sector_no <=2000
521,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:BLACK,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:BLACK,Complaint Victim's Sex:F,Shooting Location:BAR/NIGHT CLUB,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,1500< sector_no <=2000
522,Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"MARIJUANA, POSSESSION 4 & 5",arrested age:25-44,arrested gender:M,arrested race:BLACK,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:BLACK,Complaint Victim's Sex:M,Shooting Location:MULTI DWELL - APT BUILD,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,1500< sector_no <=2000
523,Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:BLACK,MISDEMEANOR,"LARCENY,PETIT BY DISHONEST EMP",RESIDENCE-HOUSE,Complaint Suspect's Age:18-24,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:F,Complaint Victim's Age:UNKNOWN,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:D,Shooting Location:RESTAURANT/DINER,Shooting murdered:False,Shooting Perpetrator's Age:18-24,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,1500< sector_no <=2000
524,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,1500< sector_no <=2000
525,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",arrested age:18-24,arrested gender:M,arrested race:WHITE,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,Complaint Suspect's Age:45-64,Complaint Suspect's Race:WHITE,Complaint Suspect's Sex:M,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,,,,,,,,1500< sector_no <=2000
526,Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:<18,arrested gender:M,arrested race:BLACK,,,,,,,,,,,,,,,,,,1500< sector_no <=2000
527,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,Shooting murdered:False,,,,Shooting Victim's Age:18-24,Shooting Victim's Sex:F,Shooting Victim's Race:WHITE HISPANIC,1500< sector_no <=2000
528,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"LARCENY,PETIT BY CREDIT CARD U",DEPARTMENT STORE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:M,,,,,,,,,1500< sector_no <=2000
529,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:BLACK,MISDEMEANOR,"LARCENY,PETIT BY CREDIT CARD U",CHAIN STORE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:BLACK,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:D,,Shooting murdered:False,,,,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,1500< sector_no <=2000
530,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:BLACK,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,Complaint Suspect's Age:18-24,Complaint Suspect's Race:BLACK,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:M,Shooting Location:PVT HOUSE,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:<18,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,1500< sector_no <=2000
531,Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:BLACK,MISDEMEANOR,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,Complaint Suspect's Age:25-44,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:M,Complaint Victim's Age:<18,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,Shooting Location:MULTI DWELL - APT BUILD,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,1500< sector_no <=2000
532,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",STREET,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,Shooting murdered:False,,,,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE,1500< sector_no <=2000
533,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:BLACK,MISDEMEANOR,"FRAUD,UNCLASSIFIED-FELONY",CHAIN STORE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:45-64,Complaint Victim's Race:ASIAN / PACIFIC ISLANDER,Complaint Victim's Sex:M,,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,1500< sector_no <=2000
534,Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",STREET,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE HISPANIC,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK HISPANIC,1500< sector_no <=2000
535,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,1500< sector_no <=2000
536,Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:BLACK,,,,,,,,,,,Shooting murdered:False,Shooting Perpetrator's Age:18-24,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE,1500< sector_no <=2000
537,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,Complaint Suspect's Age:18-24,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:M,Complaint Victim's Age:18-24,Complaint Victim's Race:BLACK,Complaint Victim's Sex:M,,,,,,,,,1500< sector_no <=2000
538,Backing Unsafely,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,1500< sector_no <=2000
539,Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:F,,,,,,,,,1500< sector_no <=2000
540,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:BLACK,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE - PUBLIC HOUSING,Complaint Suspect's Age:25-44,Complaint Suspect's Race:BLACK,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:BLACK,Complaint Victim's Sex:F,Shooting Location:MULTI DWELL - PUBLIC HOUS,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,1500< sector_no <=2000
541,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:BLACK,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:F,Shooting Location:COMMERCIAL BLDG,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,1500< sector_no <=2000
542,Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"MARIJUANA, POSSESSION 4 & 5",arrested age:<18,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"LARCENY,PETIT FROM AUTO",STREET,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:65+,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,1500< sector_no <=2000
543,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:45-64,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,1500< sector_no <=2000
544,Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:WHITE HISPANIC,Complaint Suspect's Sex:F,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,Shooting Location:CLOTHING BOUTIQUE,Shooting murdered:True,Shooting Perpetrator's Age:45-64,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE,Shooting Victim's Age:65+,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE,1500< sector_no <=2000
545,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:F,,Shooting murdered:True,Shooting Perpetrator's Age:45-64,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE HISPANIC,Shooting Victim's Age:45-64,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE,1500< sector_no <=2000
546,Failure to Yield Right-of-Way,Sedan,Sedan,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:45-64,Complaint Victim's Race:ASIAN / PACIFIC ISLANDER,Complaint Victim's Sex:F,Shooting Location:PVT HOUSE,Shooting murdered:False,Shooting Perpetrator's Age:<18,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE,Shooting Victim's Age:<18,Shooting Victim's Sex:F,Shooting Victim's Race:WHITE,1500< sector_no <=2000
547,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,Shooting Location:MULTI DWELL - APT BUILD,Shooting murdered:False,Shooting Perpetrator's Age:<18,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:ASIAN / PACIFIC ISLANDER,1500< sector_no <=2000
548,Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,"CHILD, ENDANGERING WELFARE",arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,1500< sector_no <=2000
549,Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:WHITE HISPANIC,Complaint Suspect's Sex:M,Complaint Victim's Age:<18,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:F,,Shooting murdered:False,,,,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE HISPANIC,1500< sector_no <=2000
550,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:25-44,Complaint Suspect's Race:WHITE,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,1500< sector_no <=2000
551,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",STORAGE FACILITY,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,Shooting Location:STORE UNCLASSIFIED,Shooting murdered:False,Shooting Perpetrator's Age:18-24,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE HISPANIC,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE,1500< sector_no <=2000
552,Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"BURGLARY,COMMERCIAL,UNKNOWN TI",COMMERCIAL BUILDING,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:45-64,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:F,Shooting Location:MULTI DWELL - APT BUILD,Shooting murdered:False,Shooting Perpetrator's Age:<18,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE HISPANIC,Shooting Victim's Age:<18,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE HISPANIC,1500< sector_no <=2000
553,Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"THEFT OF SERVICES, UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:BLACK,,,,,,,,,,Shooting Location:MULTI DWELL - APT BUILD,Shooting murdered:False,Shooting Perpetrator's Age:18-24,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,1500< sector_no <=2000
554,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:BLACK,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:65+,Complaint Victim's Race:BLACK,Complaint Victim's Sex:F,,,,,,,,,1500< sector_no <=2000
